"Step","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MIN","evosax_CMA_ES/generations_2000_strategy_CMA_ES_popsize_512_es_kws_{'sigma_init': 0.1, 'elite_ratio': 0.5} - current_best_fitness__MAX"
"0","44","44","44"
"1","24","24","24"
"2","200","200","200"
"3","106","106","106"
"4","62","62","62"
"5","74","74","74"
"6","103","103","103"
"7","120","120","120"
"8","156","156","156"
"9","134","134","134"
"10","200","200","200"
"11","142","142","142"
"12","109","109","109"
"13","53","53","53"
"14","99","99","99"
"15","97","97","97"
"16","56","56","56"
"17","144","144","144"
"18","68","68","68"
"19","200","200","200"
"20","143","143","143"
"21","147","147","147"
"22","152","152","152"
"23","200","200","200"
"24","148","148","148"
"25","131","131","131"
"26","75","75","75"
"27","200","200","200"
"28","200","200","200"
"29","200","200","200"
"30","200","200","200"
"31","200","200","200"
"32","200","200","200"
"33","200","200","200"
"34","200","200","200"
"35","200","200","200"
"36","200","200","200"
"37","200","200","200"
"38","200","200","200"
"39","200","200","200"
"40","200","200","200"
"41","200","200","200"
"42","200","200","200"
"43","200","200","200"
"44","200","200","200"
"45","200","200","200"
"46","200","200","200"
"47","200","200","200"
"48","200","200","200"
"49","200","200","200"
"50","200","200","200"
"51","200","200","200"
"52","200","200","200"
"53","200","200","200"
"54","200","200","200"
"55","200","200","200"
"56","200","200","200"
"57","200","200","200"
"58","200","200","200"
"59","200","200","200"
"60","200","200","200"
"61","200","200","200"
"62","200","200","200"
"63","200","200","200"
"64","200","200","200"
"65","200","200","200"
"66","200","200","200"
"67","200","200","200"
"68","200","200","200"
"69","200","200","200"
"70","200","200","200"
"71","200","200","200"
"72","200","200","200"
"73","200","200","200"
"74","200","200","200"
"75","200","200","200"
"76","200","200","200"
"77","200","200","200"
"78","200","200","200"
"79","200","200","200"
"80","200","200","200"
"81","200","200","200"
"82","200","200","200"
"83","200","200","200"
"84","200","200","200"
"85","200","200","200"
"86","200","200","200"
"87","200","200","200"
"88","200","200","200"
"89","200","200","200"
"90","200","200","200"
"91","200","200","200"
"92","200","200","200"
"93","200","200","200"
"94","200","200","200"
"95","200","200","200"
"96","200","200","200"
"97","200","200","200"
"98","200","200","200"
"99","200","200","200"
"100","200","200","200"
"101","200","200","200"
"102","200","200","200"
"103","200","200","200"
"104","200","200","200"
"105","200","200","200"
"106","200","200","200"
"107","200","200","200"
"108","200","200","200"
"109","200","200","200"
"110","200","200","200"
"111","200","200","200"
"112","200","200","200"
"113","200","200","200"
"114","200","200","200"
"115","200","200","200"
"116","200","200","200"
"117","200","200","200"
"118","200","200","200"
"119","200","200","200"
"120","200","200","200"
"121","200","200","200"
"122","200","200","200"
"123","200","200","200"
"124","200","200","200"
"125","200","200","200"
"126","200","200","200"
"127","200","200","200"
"128","200","200","200"
"129","200","200","200"
"130","200","200","200"
"131","200","200","200"
"132","200","200","200"
"133","200","200","200"
"134","200","200","200"
"135","200","200","200"
"136","200","200","200"
"137","200","200","200"
"138","200","200","200"
"139","200","200","200"
"140","200","200","200"
"141","200","200","200"
"142","200","200","200"
"143","200","200","200"
"144","200","200","200"
"145","200","200","200"
"146","200","200","200"
"147","200","200","200"
"148","200","200","200"
"149","200","200","200"
"150","200","200","200"
"151","200","200","200"
"152","200","200","200"
"153","200","200","200"
"154","200","200","200"
"155","200","200","200"
"156","200","200","200"
"157","200","200","200"
"158","200","200","200"
"159","200","200","200"
"160","200","200","200"
"161","200","200","200"
"162","200","200","200"
"163","200","200","200"
"164","200","200","200"
"165","200","200","200"
"166","200","200","200"
"167","200","200","200"
"168","200","200","200"
"169","200","200","200"
"170","200","200","200"
"171","200","200","200"
"172","200","200","200"
"173","200","200","200"
"174","200","200","200"
"175","200","200","200"
"176","200","200","200"
"177","200","200","200"
"178","200","200","200"
"179","200","200","200"
"180","200","200","200"
"181","200","200","200"
"182","200","200","200"
"183","200","200","200"
"184","200","200","200"
"185","200","200","200"
"186","200","200","200"
"187","200","200","200"
"188","200","200","200"
"189","200","200","200"
"190","200","200","200"
"191","200","200","200"
"192","200","200","200"
"193","200","200","200"
"194","200","200","200"
"195","200","200","200"
"196","200","200","200"
"197","200","200","200"
"198","200","200","200"
"199","200","200","200"
"200","53","53","53"
"201","96","96","96"
"202","89","89","89"
"203","123","123","123"
"204","99","99","99"
"205","115","115","115"
"206","106","106","106"
"207","113","113","113"
"208","120","120","120"
"209","124","124","124"
"210","123","123","123"
"211","95","95","95"
"212","157","157","157"
"213","95","95","95"
"214","100","100","100"
"215","107","107","107"
"216","125","125","125"
"217","154","154","154"
"218","162","162","162"
"219","86","86","86"
"220","141","141","141"
"221","129","129","129"
"222","179","179","179"
"223","107","107","107"
"224","197","197","197"
"225","133","133","133"
"226","184","184","184"
"227","168","168","168"
"228","149","149","149"
"229","142","142","142"
"230","127","127","127"
"231","126","126","126"
"232","150","150","150"
"233","125","125","125"
"234","151","151","151"
"235","165","165","165"
"236","193","193","193"
"237","144","144","144"
"238","161","161","161"
"239","106","106","106"
"240","146","146","146"
"241","161","161","161"
"242","200","200","200"
"243","176","176","176"
"244","200","200","200"
"245","159","159","159"
"246","156","156","156"
"247","165","165","165"
"248","169","169","169"
"249","111","111","111"
"250","163","163","163"
"251","117","117","117"
"252","147","147","147"
"253","156","156","156"
"254","162","162","162"
"255","155","155","155"
"256","151","151","151"
"257","130","130","130"
"258","139","139","139"
"259","105","105","105"
"260","200","200","200"
"261","184","184","184"
"262","163","163","163"
"263","176","176","176"
"264","190","190","190"
"265","163","163","163"
"266","160","160","160"
"267","159","159","159"
"268","185","185","185"
"269","197","197","197"
"270","196","196","196"
