"Step","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MIN","evosax_OpenES/generations_2000_strategy_OpenES_popsize_512_es_kws_{'sigma_init': 0.3} - current_best_fitness__MAX"
"0","200","200","200"
"1","161","161","161"
"2","179","179","179"
"3","176","176","176"
"4","200","200","200"
"5","168","168","168"
"6","200","200","200"
"7","105","105","105"
"8","200","200","200"
"9","200","200","200"
"10","200","200","200"
"11","200","200","200"
"12","135","135","135"
"13","200","200","200"
"14","200","200","200"
"15","162","162","162"
"16","183","183","183"
"17","200","200","200"
"18","200","200","200"
"19","200","200","200"
"20","200","200","200"
"21","137","137","137"
"22","200","200","200"
"23","200","200","200"
"24","163","163","163"
"25","200","200","200"
"26","200","200","200"
"27","200","200","200"
"28","200","200","200"
"29","200","200","200"
"30","200","200","200"
"31","200","200","200"
"32","200","200","200"
"33","200","200","200"
"34","200","200","200"
"35","200","200","200"
"36","200","200","200"
"37","200","200","200"
"38","200","200","200"
"39","200","200","200"
"40","200","200","200"
"41","200","200","200"
"42","200","200","200"
"43","167","167","167"
"44","200","200","200"
"45","200","200","200"
"46","200","200","200"
"47","200","200","200"
"48","143","143","143"
"49","200","200","200"
"50","200","200","200"
"51","180","180","180"
"52","200","200","200"
"53","200","200","200"
"54","192","192","192"
"55","200","200","200"
"56","200","200","200"
"57","200","200","200"
"58","200","200","200"
"59","200","200","200"
"60","200","200","200"
"61","200","200","200"
"62","200","200","200"
"63","200","200","200"
"64","198","198","198"
"65","200","200","200"
"66","200","200","200"
"67","200","200","200"
"68","200","200","200"
"69","200","200","200"
"70","200","200","200"
"71","200","200","200"
"72","200","200","200"
"73","200","200","200"
"74","200","200","200"
"75","200","200","200"
"76","200","200","200"
"77","200","200","200"
"78","200","200","200"
"79","200","200","200"
"80","200","200","200"
"81","200","200","200"
"82","200","200","200"
"83","200","200","200"
"84","200","200","200"
"85","200","200","200"
"86","200","200","200"
"87","200","200","200"
"88","200","200","200"
"89","200","200","200"
"90","200","200","200"
"91","200","200","200"
"92","200","200","200"
"93","200","200","200"
"94","200","200","200"
"95","200","200","200"
"96","200","200","200"
"97","200","200","200"
"98","200","200","200"
"99","200","200","200"
"100","200","200","200"
"101","200","200","200"
"102","200","200","200"
"103","200","200","200"
